left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle,pose
429.1828,244.50664,282.42957,287.67307,388.19217,302.545,399.02872,440.91245,476.46512,233.38693,322.33414,323.36615,95.13276,460.80316,335.31085,295.10904,1
429.7154,250.80864,271.55582,284.10748,371.14346,292.31946,395.2484,440.10214,461.9262,222.70488,319.3555,306.14417,98.20839,424.57944,321.34964,288.21347,1
412.84235,218.20723,262.7421,296.73486,358.11426,269.456,393.33908,448.38824,442.14105,209.55862,324.59482,325.29398,91.436935,444.62186,310.42816,283.09543,1
399.1415,226.49251,253.32014,312.9202,344.82455,269.3332,394.12326,464.90045,433.25037,207.00668,312.94382,320.09473,96.51378,443.99585,299.07236,291.1267,1
421.08383,250.3523,259.86496,282.2465,389.43262,316.47516,392.77313,434.1017,497.88083,232.1877,335.0745,313.5269,117.07925,428.25916,324.6488,299.36084,1
426.06024,348.8263,239.98117,312.33923,444.9379,427.22153,381.80258,436.8814,632.71277,267.0907,345.7555,328.08783,198.28676,427.89282,342.45953,369.7804,1
441.06143,290.35886,236.30336,350.67444,450.45847,356.49792,376.08484,466.3085,558.65295,267.7789,300.0202,347.59973,114.7054,436.1858,343.38092,353.58618,1
405.07187,296.7065,250.97433,313.1339,366.20697,350.70593,396.96902,456.5369,533.57513,220.99692,364.34512,314.36444,181.56497,427.67694,308.59067,331.91992,1
417.49612,280.5778,286.91202,318.9508,357.6366,319.3828,399.51562,468.9304,499.38162,212.91179,352.6993,354.03543,153.35933,539.304,322.2743,319.1668,1
416.8996,271.44345,252.79399,326.18668,324.29388,282.8788,408.83658,487.0049,457.19986,194.29808,353.22446,301.01886,146.25955,451.3014,288.54395,304.53275,1
423.4321,265.17822,248.76636,339.46304,327.4583,279.52295,419.99426,495.17786,459.8898,191.99374,361.1855,303.3379,144.93965,441.34335,288.11234,309.493,1
422.9224,272.57727,267.4715,319.077,349.47357,303.10803,396.99515,470.00256,486.9854,203.45029,359.52502,331.51837,149.09816,504.52682,308.47253,311.09253,1
390.6437,269.57574,238.61098,343.31433,341.71823,322.39285,389.4621,474.859,517.05676,197.84691,385.91367,347.47086,190.00577,491.24753,290.1646,332.85358,1
403.8732,298.30743,223.54317,305.0481,403.59552,366.48224,369.12152,431.40915,577.1099,231.30629,355.47006,361.04663,184.80815,433.35587,313.56934,335.76517,1
451.7704,330.36176,224.58978,341.80685,477.78366,406.95267,355.52878,439.15912,615.2752,290.17267,311.82495,367.65155,145.80534,429.14532,351.1867,374.37976,1
408.54526,312.6531,261.0946,335.5559,395.65887,375.35602,392.09595,461.2823,557.9527,240.78087,339.4723,380.33392,173.58334,518.8407,328.37674,355.45596,1
80.20065,450.78775,252.8342,246.4276,173.01656,403.05243,424.23206,402.4896,224.8624,293.4461,239.6012,247.51451,129.99043,261.94122,212.92538,324.74002,1
82.98602,447.36374,277.2943,264.16852,176.39001,414.5984,431.98715,396.40445,240.31274,291.79456,223.6561,348.1657,144.1375,437.19553,226.84216,339.38345,1
82.13953,466.56744,263.56857,252.85333,172.25168,396.6474,429.86157,419.47595,227.05083,264.5473,215.97984,237.35802,156.02602,269.63446,217.91013,324.75037,1
405.74982,370.18283,249.78656,276.4711,417.3836,424.5631,410.13,447.56842,578.8201,286.5398,300.6472,220.36246,176.1352,289.0269,333.58508,350.51712,1
82.56718,461.9924,252.4169,244.73495,176.18546,409.50812,419.96014,394.68698,234.74149,287.45142,218.0038,273.5469,143.72783,311.88803,214.30118,327.12155,1
82.75521,464.00204,285.04123,244.04489,186.78743,393.21252,447.42786,409.54413,224.67726,260.19968,213.12708,282.37903,165.37906,352.50266,235.91432,318.62872,1
95.93063,444.35016,314.2831,230.66324,197.30789,406.47855,451.29785,385.12314,246.82532,254.23085,188.21892,329.0516,188.10466,399.29272,255.79549,318.5709,1
87.83592,436.44412,325.45493,249.93892,209.52315,410.51477,419.09586,386.53305,255.13742,334.06937,241.31775,292.29016,90.96698,314.9475,267.48904,330.22684,1
457.0675,347.5959,228.9322,355.46762,480.97296,409.7351,374.35315,464.24954,586.0066,323.0573,275.54593,364.0562,118.7485,446.51862,354.95258,382.60138,1
87.65598,428.85294,321.38995,263.6348,203.39964,390.0678,398.76822,404.46735,237.51419,332.02985,282.48575,297.02798,66.63679,299.20834,262.39478,326.8513,1
93.013954,429.1876,306.13205,274.83154,194.26534,393.2337,433.25705,434.47668,242.68019,297.07846,243.37671,273.34247,113.89495,260.91882,250.19868,334.03262,1
90.48664,441.83997,305.24762,256.5151,197.06654,413.04562,451.15955,406.83118,243.4125,330.90387,243.4466,343.4562,97.63878,421.88843,251.15709,334.78036,1
113.05073,444.2401,268.36392,257.99518,192.17911,369.47137,439.50116,425.3367,209.18582,221.05412,211.15573,242.27943,189.05766,285.65552,230.27151,313.73328,1
88.76066,446.4992,264.21643,257.239,177.01004,349.57962,438.81015,428.30313,193.81645,280.1799,259.70566,233.53331,90.72887,271.51947,220.61324,303.4093,1
90.621704,445.2384,270.6601,257.78177,188.53542,347.73514,446.66208,427.51605,192.1818,233.93527,231.14906,255.92624,150.386,308.18292,229.59775,302.75845,1
87.29778,445.67303,282.61432,255.91255,185.64359,385.91055,443.19485,425.33682,225.83972,269.09528,220.9213,259.37576,144.15747,293.89185,234.12895,320.91156,1
89.20742,453.99445,311.55783,252.91907,204.13028,425.7179,442.72144,413.6019,270.78467,299.60468,202.12909,287.43277,151.26797,303.74405,257.84406,339.31848,1
161.74512,422.3955,285.51062,321.9707,276.82568,399.73004,419.45966,470.56525,255.03656,429.2874,288.5966,167.86467,34.39915,139.23392,281.16815,360.85037,1
112.67651,464.8864,331.9462,258.8294,215.74449,427.7079,469.05316,420.79684,271.64627,343.63593,216.0769,300.71918,100.79376,348.57056,273.84534,343.26865,1
92.9588,461.644,314.4939,259.97012,195.75554,395.07855,471.23895,432.64545,245.03102,292.9606,215.23587,288.77768,128.33455,343.11417,255.12473,327.52435,1
99.32325,438.4341,274.60486,256.42346,189.28139,352.9711,449.6406,430.2174,205.73106,300.39133,258.89984,242.0857,70.98884,298.8058,231.94312,304.6973,1
86.02013,452.18912,296.644,265.03647,184.58707,364.3911,462.3235,449.85126,217.01045,267.94135,228.47983,273.69827,123.63552,293.971,240.61554,314.7138,1
84.582146,453.25525,319.43637,264.51706,185.89977,364.7826,477.44156,449.78738,217.78975,264.07733,230.77534,308.22693,129.0191,338.53516,252.66808,314.6498,1
86.03284,455.77454,325.4669,259.72202,189.84938,374.06668,478.9292,441.30728,224.25464,285.64264,239.6866,309.3994,113.87816,356.89597,257.65814,316.89435,1
96.79243,453.32614,304.6657,259.587,205.36156,409.96112,452.40515,426.44537,254.24098,325.17285,226.9884,281.30646,103.02199,307.76926,255.01364,334.77405,1
93.29396,442.83914,262.59476,260.6952,222.1102,415.84705,403.4071,416.79578,263.84686,349.25436,251.176,207.04613,80.99913,205.6487,242.35248,338.27112,1
86.30123,440.31808,315.6499,324.39117,211.87625,414.56882,421.06958,463.89572,278.1432,302.89807,209.65157,177.06485,132.65596,169.32883,263.76306,369.47998,1
89.80594,443.00595,316.1864,245.53404,219.64282,430.41458,448.4042,396.93475,277.68872,333.082,209.89041,324.21597,118.55752,376.26514,267.9146,337.9743,1
