right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
88.94,52.0,90.1,151.1,166.0,144.1,73.8,0
77.8,32.12,84.2,146.1,163.8,131.9,70.7,0
77.25,61.66,89.06,142.8,163.6,126.7,84.06,0
82.25,68.56,87.4,147.0,164.4,134.5,109.56,0
90.7,70.2,96.7,136.8,162.9,143.8,77.1,0
82.6,48.84,86.06,151.9,163.0,142.9,85.9,0
80.2,51.06,91.94,161.5,164.4,135.8,86.44,0
84.06,59.28,91.94,141.9,160.9,136.8,72.9,0
79.1,58.56,85.2,144.2,162.9,128.5,78.25,0
82.44,60.72,87.75,144.1,166.6,132.8,98.06,0
85.5,70.6,91.3,144.2,168.5,141.4,120.6,0
91.3,54.72,95.4,145.1,166.1,136.0,72.94,0
84.2,43.44,93.4,143.9,161.8,142.8,92.6,0
96.9,51.3,91.8,146.8,166.0,142.0,81.8,0
79.25,66.44,94.9,140.8,164.9,132.4,113.2,0
76.3,64.56,89.56,139.6,164.5,121.4,98.75,0
80.25,62.0,89.6,140.1,165.4,133.8,101.75,0
81.9,62.5,92.0,131.5,161.8,134.2,91.44,0
76.4,56.25,87.2,143.2,161.5,130.8,73.0,0
89.8,53.1,82.9,148.9,163.0,146.8,75.94,0
51.03,68.8,35.2,146.6,165.6,98.7,133.0,0
47.5,67.6,44.34,153.0,162.2,85.75,123.2,0
50.25,69.7,38.03,152.4,160.4,71.25,128.6,0
51.62,81.44,47.38,156.1,165.5,79.2,128.8,0
58.2,72.06,39.7,155.6,161.4,94.0,131.6,0
44.94,67.9,43.22,146.4,163.2,90.06,132.8,0
50.8,66.25,38.62,151.1,166.1,102.56,127.06,0
46.16,72.8,51.66,145.8,166.5,75.8,120.0,0
22.25,45.28,36.6,148.6,165.1,80.8,83.6,0
56.0,71.2,46.75,153.9,165.0,80.75,118.94,0
57.53,70.9,41.5,152.8,164.1,82.8,123.9,0
57.25,76.75,44.4,149.9,163.0,86.7,127.2,0
52.4,69.0,44.84,151.4,163.2,87.94,126.5,0
50.75,64.25,39.0,146.6,165.0,103.94,133.1,0
39.78,64.6,43.94,152.0,166.0,86.25,125.9,0
33.25,64.25,46.84,149.8,164.9,77.1,124.8,0
52.12,73.1,48.16,156.9,166.4,79.75,130.5,0
44.84,72.7,50.5,153.5,166.6,73.3,129.5,0
45.12,67.94,46.72,151.8,165.4,84.06,132.5,0
57.2,62.16,45.53,146.6,166.6,106.0,140.0,0
42.84,64.9,48.5,152.0,162.1,89.3,129.8,0
57.38,69.56,45.38,151.1,160.6,84.2,127.9,0
60.06,76.3,46.38,156.4,161.2,87.25,131.2,0
57.0,75.7,48.22,158.6,162.8,80.5,129.5,0
55.5,77.94,43.84,151.6,160.0,92.94,131.0,0
48.28,63.78,40.38,145.0,164.4,87.25,127.9,0
52.7,58.6,38.6,145.5,165.4,101.1,126.75,0
81.56,71.5,83.3,150.8,149.2,155.6,98.25,0
74.5,67.8,84.8,151.5,156.8,147.6,92.5,0
95.3,80.44,8.875,176.2,176.5,149.8,137.0,0
68.5,40.2,10.445,177.5,177.1,112.5,114.94,0
78.75,69.3,87.2,147.5,152.8,147.6,84.8,0
82.3,53.97,10.66,175.1,177.1,107.6,106.4,0
