right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
51.84,46.12,65.0,59.3,73.25,140.8,130.0,0
44.94,29.92,47.1,72.2,133.4,151.5,135.1,0
32.34,44.9,66.0,53.97,77.25,146.6,128.0,0
28.61,42.44,68.75,54.78,75.4,150.1,130.4,0
17.38,41.47,65.44,57.03,66.9,143.9,129.0,0
18.66,42.44,73.0,56.97,62.0,141.2,129.4,0
14.375,37.38,71.94,58.3,61.0,151.4,140.5,0
17.9,38.06,66.8,53.03,60.16,155.2,138.8,0
25.4,27.5,71.1,50.06,62.97,163.9,136.8,0
19.14,26.94,75.75,47.2,55.12,150.4,134.5,0
20.02,32.16,74.56,51.88,57.3,155.1,136.6,0
26.5,23.53,71.6,50.9,62.47,158.4,136.8,0
77.4,77.0,62.28,54.34,78.25,160.1,147.8,0
44.0,30.33,44.66,120.8,137.9,158.4,146.0,0
108.8,102.3,50.1,60.47,77.44,160.1,143.4,0
96.94,91.5,75.0,49.56,55.25,132.9,126.6,0
92.2,81.0,70.7,51.97,52.94,121.1,109.06,0
92.8,75.94,78.25,60.62,68.7,110.9,90.75,0
84.1,78.3,70.6,59.5,86.94,102.25,87.8,0
83.94,76.6,69.8,50.66,64.1,113.8,116.3,0
69.4,74.75,64.1,58.4,72.8,135.4,127.3,0
100.2,107.5,63.72,53.72,82.4,159.8,120.06,0
86.3,106.6,72.56,44.3,73.6,160.6,118.7,0
81.7,96.7,61.7,63.25,81.5,161.8,107.06,0
90.94,100.8,56.47,58.03,78.6,160.2,113.56,0
69.4,52.84,69.9,59.53,70.7,107.9,111.25,0
113.1,90.25,70.06,66.8,65.9,112.1,131.5,0
122.0,93.8,64.3,64.9,62.03,113.8,159.6,0
99.4,96.94,40.06,117.2,67.0,154.8,150.0,0
44.75,41.16,62.6,60.66,72.1,108.3,101.94,0
38.97,37.3,70.06,62.0,74.25,95.3,79.8,0
39.8,37.8,70.25,62.16,71.9,87.06,77.6,0
81.6,81.4,58.0,65.8,77.8,108.1,112.75,0
102.5,100.56,56.88,64.44,82.44,115.1,120.2,0
92.8,91.94,61.75,67.9,83.7,106.0,113.25,0
74.3,72.2,60.8,66.5,78.7,103.6,107.25,0
57.88,57.2,61.4,57.66,71.3,113.3,109.56,0
104.56,102.44,58.03,59.66,76.44,127.1,123.0,0
94.44,89.4,62.22,58.25,76.6,148.8,133.8,0
94.3,88.4,66.0,48.53,65.25,151.9,140.8,0
52.16,50.97,59.22,64.0,82.0,125.7,137.9,0
58.3,61.56,63.94,61.22,84.3,105.0,98.9,0
